itemId,status,created,lastModif,Unique-ID -- 354,Agent Type -- 320,Genus / Virus Group -- 321,Species / Virus Name -- 322,NIH -- 323,NIH notes -- 324,BMBL -- 325,Australia / New Zealand -- 326,Austrailia / New Zealand notes -- 327,Belgium -- 328,Belgium notes -- 329,Canada -- 330,Canada PSDS -- 331,Canada Notes -- 332,European Community -- 333,European Community notes -- 334,Georgia -- 337,Georgia notes -- 338,Germany -- 335,Germany notes -- 336,Singapore -- 339,Singapore notes -- 340,Singapore schedule -- 341,Switzerland -- 342,Switzerland notes -- 343,United Kingdom -- 344,United Kingdom notes -- 345,Human Pathogen -- 346,Animal Pathogen -- 347,Plant Pathogen -- 348,Select Agent CDC -- 349,Select Agent USDA -- 350
27544,o,1596975478,1596975478,18544,parasite,Ascaris,lumbricoides,2,,2,2,"G, C",2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/ascaris-pathogen-safety-data-sheet.html,,2,A,2,,2,"A, Z",,,,2,AHH,2,A,y,n,n,n,n
27545,o,1596975478,1596975478,18545,parasite,Ascaris,spp,2,,,,,,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/ascaris-pathogen-safety-data-sheet.html,,,,,,,,,,,,,,,y,y,n,n,n
27546,o,1596975478,1596975478,18546,parasite,Ascaris,suum,2,,,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/ascaris-pathogen-safety-data-sheet.html,,2,A,2,,2,"A, Z",,,,2,"AAH, AHH, ZOP",2,A,y,y,n,n,n
27547,o,1596975478,1596975478,18547,parasite,Babesia,divergens,2,,2,2,,2,RG 3 in animals,,,,2,,2,,2,Z,,,,2,"AHH, ZOP",2,A,y,y,n,n,n
27548,o,1596975478,1596975478,18548,parasite,Babesia,microti,2,,2,2,,2,RG 3 in animals,,,,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,y,n,n,n
27549,o,1596975478,1596975478,18549,parasite,Babesia,spp,2,,2,,,,,,,,,,2,,,,,,,2,"AAH, AHH, ZOP",,,y,y,n,n,n
27550,o,1596975478,1596975478,18550,parasite,Balantidium,coli,,,,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/balantidium-coli-pathogen-safety-data-sheet.html,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27551,o,1596975478,1596975478,18551,parasite,Balantidium,spp,,,,,,,,,,,,,,,,,,,,,,,,y,n,n,n,n
27552,o,1596975478,1596975478,18552,parasite,Blastocystis,hominis,,,2,,,,,,,,,,2,,2,Z,,,,1,"AAH, AHH, ZOP",2,,y,n,n,n,n
27553,o,1596975478,1596975478,18553,parasite,Brugia,malayi,2,,2,,,2,syn. Wuchereria malayi,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/brugia-pathogen-safety-data-sheet.html,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27554,o,1596975478,1596975478,18554,parasite,Brugia,pahangi,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/brugia-pathogen-safety-data-sheet.html,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27555,o,1596975478,1596975478,18555,parasite,Brugia,spp,2,Filaria worms,2,2,,,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/brugia-pathogen-safety-data-sheet.html,,,,,,,,,,,2,AHH,,,y,n,n,n,n
27556,o,1596975478,1596975478,18556,parasite,Brugia,timori,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/brugia-pathogen-safety-data-sheet.html,,,,2,,2,,,,Fourth schedule,,,2,,y,n,n,n,n
27557,o,1596975478,1596975478,18557,parasite,Capillaria,hepatica,,,,3,,,,,,,,,,,2,Z,,,,,,3,,y,y,n,n,n
27558,o,1596975478,1596975478,18558,parasite,Capillaria,philippinensis,,,,,,,,,,,2,,2,,2,Z,,,,2,AHH,2,,y,y,n,n,n
27559,o,1596975478,1596975478,18559,parasite,Capillaria,spp,,,,,,2,,,,,2,,2,,,,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27560,o,1596975478,1596975478,18560,parasite,Clonorchis,sinensis,,,,2,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/clonorchis-sinensis-pathogen-safety-data-sheet.html,,2,,,,2,Z,,,,2,"AAH, AHH, ZOP",2,Opisthorchis sinensis,y,y,n,n,n
27561,o,1596975478,1596975478,18561,parasite,Clonorchis,spp,,,,,,,,,,,,,2,,,,,,,,,,See Opisthorchis,y,y,n,n,n
27562,o,1596975478,1596975478,18562,parasite,Clonorchis,viverrini,,,,,,2,See also: Opisthorchis viverrini,,,,2,,,,,,,,,2,"AAH, AHH, ZOP",2,Opisthorchis viverrini,y,y,n,n,n
27563,o,1596975478,1596975478,18563,parasite,Coccidia,spp,2,,,,,,,,,,,,,,,,,,,,,,,y,y,n,n,n
27564,o,1596975478,1596975478,18564,parasite,Cochliomyia,hominivorax,,,,,,2,RG 3 in animals,,,,,,,,,,,,,2,AAH AHH ZOP,,,n,y,n,n,n
27565,o,1596975478,1596975478,18565,parasite,Contracaecum,osculatum,,,,,,,,,,,,,2,,2,Z,,,,,,2,,y,y,n,n,n
27566,o,1596975478,1596975478,18566,parasite,Cryptosporidium,parvum,2,,2,,,,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/cryptosporidium-parvum-pathogen-safety-data-sheet.html,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27567,o,1596975478,1596975478,18567,parasite,Cryptosporidium,spp,2,,2,2,G,2,,,,,2,,2,,,,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27568,o,1596975478,1596975478,18568,parasite,Custocercis,spp,2,,,,,,,,,,,,,,,,,,,,,,,n,n,n,n,n
27569,o,1596975478,1596975478,18569,parasite,Cyclospora,cayetanensis,,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/cyclospora-pathogen-safety-data-sheet.html,,2,,2,,2,Z,,,,2,AHH,2,,y,n,n,n,n
27570,o,1596975478,1596975478,18570,parasite,Cyclospora,spp,,,,,,,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/cyclospora-pathogen-safety-data-sheet.html,,,,2,,,,,,,2,"AAH, AHH",2,,y,y,n,n,n
27571,o,1596975478,1596975478,18571,parasite,Cysticercus,cellulosae,2,"Hydatid cyst, larva of T. solium",,,,,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/taenia-saginata.html,Taenia saginata,,,,,,,,,,,,,,y,y,n,n,n
27572,o,1596975478,1596975478,18572,parasite,Dicrocoelium,dendriticum,,,,,,2,,,,,,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27573,o,1596975478,1596975478,18573,parasite,Dientamoeba,fragilis,,,2,,,2,,,,,,,2,,2,,,,,,,2,,y,n,n,n,n
27574,o,1596975478,1596975478,18574,parasite,Dipetalonema,perstans,,,,,,,,,,,,,,,,,,,,2,AAH AHH ZOP,,See Mansonella,n,y,n,n,n
27575,o,1596975478,1596975478,18575,parasite,Dipetalonema,spp,,,,,,,,,,,,,2,,,,,,,2,AAH AHH ZOP,2,See Mansonella,y,y,n,n,n
27576,o,1596975478,1596975478,18576,parasite,Dipetalonema,streptocerca,,,,,,,,,,,2,,,,,,,,,2,AHH,2,Mansonella streptocerca ,y,y,n,n,n
27577,o,1596975478,1596975478,18577,parasite,Diphyllobothrium,latum,,,,,,2,,,,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27578,o,1596975478,1596975478,18578,parasite,Diphyllobothrium,spp,,,,,,,,,,,,,,,,,,,,2,"AAH, AHH, ZOP",,,y,n,n,n,n
27579,o,1596975478,1596975478,18579,parasite,Dipylidium,caninum,,,,,,2,,,,,,,,,2,Z,,,,2,AHH ZOP,,,y,y,n,n,n
27580,o,1596975478,1596975478,18580,parasite,Dracunculus,medinensis,,,,,,2,,,,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27581,o,1596975478,1596975478,18581,parasite,Dracunculus,spp,,,,,,,,,,,,,,,,,,,,,,,,y,y,n,n,n
27582,o,1596975478,1596975478,18582,parasite,Echinococcus,granulosus,2,,2,2,See Echinococcus spp.,3,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/echinococcus-granulosus-pathogen-safety-data-sheet.html,,3,(**),3*,,3(**),Z,,,,"2, 3","**, AAH, AHH, PIH, ZOP, OST",3,Classified under SAPO,y,y,n,n,n
27583,o,1596975478,1596975478,18583,parasite,Echinococcus,multilocularis,2,,2,2,See Echinococcus spp.,3,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/echinococcus-multilocularis.html,,3,(**),3*,,3(**),Z,,,,"2, 3","**, AAH,  AHH, OST, PIH, ZOP",3,Classified under SAPO,y,y,n,n,n
27584,o,1596975478,1596975478,18584,parasite,Echinococcus,spp,2,,2,2,G,,,,,,,,,,,,,,,,,,,y,y,n,n,n
27585,o,1596975478,1596975478,18585,parasite,Echinococcus,vogeli,2,,2,2,See Echinococcus spp.,3,,,,,3,(**),3*,,3(**),Z,,,,"2, 3","**, AAH,  AHH, OST, PIH, ZOP",3,,y,y,n,n,n
27586,o,1596975478,1596975478,18586,parasite,Eimeria,bovis,,,,,,,,,,,,,,,1,t2,,,,,,,,n,y,n,n,n
27587,o,1596975478,1596975478,18587,parasite,Eimeria,suis,,,,,,,,,,,,,,,1,t2,,,,,,,,n,y,n,n,n
27588,o,1596975478,1596975478,18588,parasite,Eimeria,tenella,,,,,,,,,,,,,,,1,t2,,,,,,,,n,y,n,n,n
27589,o,1596975478,1596975478,18589,parasite,Encephalitozoon,cuniculi,,,2,,,,,,,,,,2,,2,Z,,,,2,AAH ZOP,2,,y,y,n,n,n
27590,o,1596975478,1596975478,18590,parasite,Encephalitozoon,hellem,,,,,,,,,,,,,2,,2,Z,,,,2,AHH,2,,y,y,n,n,n
27591,o,1596975478,1596975478,18591,parasite,Encephalitozoon,intestinalis,,,,,,,,,,,,,2,,2,Z,,,,2,,2,,y,y,n,n,n
27592,o,1596975478,1596975478,18592,parasite,Entamoeba,dispar,,,,,,,,,,,,,,,1,,,,,1,AHH ZOP,,,y,y,n,n,n
27593,o,1596975478,1596975478,18593,parasite,Entamoeba,histolytica,2,,2,2,G,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/entamoeba-histolytica-pathogen-safety-data-sheet.html,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27594,o,1596975478,1596975478,18594,parasite,Enterobius,spp,,,,,,,,,,,,,,,,,,,,,,,,y,y,n,n,n
27595,o,1596975478,1596975478,18595,parasite,Enterobius,vermicularis,,,2,,,2,,,,,,,2,,2,,,,,2,AHH,2,,y,y,n,n,n
27596,o,1596975478,1596975478,18596,parasite,Enterocytozoon,bieneusi,,,,,,,,,,,,,2,,2,Z,,,,,,2,,y,y,n,n,n
27597,o,1596975478,1596975478,18597,parasite,Fasciola,gigantica,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/fasciola-hepatica.html,Fasciola hepatica,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27598,o,1596975478,1596975478,18598,parasite,Fasciola,hepatica,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/fasciola-hepatica.html,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27599,o,1596975478,1596975478,18599,parasite,Fasciola,spp,2,,2,,,,,,,,,,,,,,,,,,,,,y,y,n,n,n
27600,o,1596975478,1596975478,18600,parasite,Fasciolopsis,buski,,,,,,2,,,,,2,,2,,2,Z,,,,2,"AAH, AHH",2,,y,y,n,n,n
27601,o,1596975478,1596975478,18601,parasite,Fasciolopsis,spp,,,,,,,,,,,,,,,,,,,,,,,,y,y,n,n,n
27602,o,1596975478,1596975478,18602,parasite,Giardia,duodenalis,2,,2,2,,2,"Syn. Giardia lamblia, Giardia intestinalis",,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/giardia-lamblia.html,Giardia lamblia,2,,,,2,Z,,,,2,"Giardia lamblia, AAH, AHH, ZOP",,,y,y,n,n,n
27603,o,1596975478,1596975478,18603,parasite,Giardia,intestinalis,2,,,2,,2,"Syn. Giardia lamblia, Giardia intestinalis",2,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/giardia-lamblia.html,Giardia lamblia,2,,,,2,Z,,,,2,"Giardia lamblia, AAH, AHH, ZOP",2,,y,y,n,n,n
27604,o,1596975478,1596975478,18604,parasite,Giardia,lamblia,2,,,2,Also known as Giardia duodenalis and Giardia intestinalis,2,"syn. Giardia intestinalis, G. duodenalis",,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/giardia-lamblia.html,,2,Giardia intestinalis,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,(Giardia intestinalis),y,y,n,n,n
27605,o,1596975478,1596975478,18605,parasite,Giardia,spp,2,,,,,2,other species than listed,,,,,,,,,,,,,,,,,n,y,n,n,n
27606,o,1596975478,1596975478,18606,parasite,Gnathostoma,spinigerum,,,,,,2,,,,,,,,,2,Z,,,,,,,,y,n,n,n,n
27607,o,1596975478,1596975478,18607,parasite,Gongylonema,pulchrum,,,,,,2,,,,,,,,,2,Z,,,,2,AAH AHH ZOP,,,y,n,n,n,n
27608,o,1596975478,1596975478,18608,parasite,Haemonchus,contortus,,,,,,2,,,,,,,,,1,t2,,,,2,,,,n,y,n,n,n
27609,o,1596975478,1596975478,18609,parasite,Heterophyes,spp,2,,,,,,,,,,,,2,,,,,,,,,2,,y,y,n,n,n
27610,o,1596975478,1596975478,18610,parasite,Hymenolepis,diminuta,2,,,2,G,2,,,,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27611,o,1596975478,1596975478,18611,parasite,Hymenolepis,nana,2,,2,2,G (human origin),2,,,,,2,,2,,2,Z,,,,2,AHH,2,,y,n,n,n,n
27612,o,1596975478,1596975478,18612,parasite,Hymenolepis,spp,2,,,,,,,,,,,,,,,,,,,2,"AAH, see vampirolepis",,,y,y,n,n,n
27613,o,1596975478,1596975478,18613,parasite,Isopora,belli,2,,,,,2,,,,,,,2,,2,Z,,,,2,AHH,2,,y,n,n,n,n
27614,o,1596975478,1596975478,18614,parasite,Isopora,spp,2,,,,,2,other species than listed,,,,,,,,,,,,,2,AAH,,,n,y,n,n,n
27615,o,1596975478,1596975478,18615,parasite,Leishmania,aethiopica,2,,2,,,2,,2,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/leishmania.html,,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,n,n,n,n
27616,o,1596975478,1596975478,18616,parasite,Leishmania,braziliensis,2,,2,,,3,,2,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/leishmania.html,,3,(**),3*,,3(**),Z,,,,"2, 3","**, AHH, OST, IVE, ZOP",3*,,y,y,n,n,n
27617,o,1596975478,1596975478,18617,parasite,Leishmania,donovani,2,,2,,,3,,2,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/leishmania.html,,3,(**),3*,,3(**),Z,,,,"2, 3","**, AHH, OST, IVE, ZOP",3*,,y,y,n,n,n
27618,o,1596975478,1596975478,18618,parasite,Leishmania,major,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/leishmania.html,,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,n,n,n,n
27619,o,1596975478,1596975478,18619,parasite,Leishmania,mexicana,2,,2,,,2,RG 3 in animals,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/leishmania.html,,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,y,n,n,n
27620,o,1596975478,1596975478,18620,parasite,Leishmania,peruviana,2,,2,,,2,,,,,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,n,n,n,n
27621,o,1596975478,1596975478,18621,parasite,Leishmania,spp.,2,,2,2,G (mammalian),,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/leishmania.html,,2,,2,,,,,,,2,,2,,y,y,n,n,n
27622,o,1596975478,1596975478,18622,parasite,Leishmania,tropica,2,,2,,,2,RG 3 in animals,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/leishmania.html,,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,y,n,n,n
27623,o,1596975478,1596975478,18623,parasite,Loa,loa,2,,,2,,2,,,,,2,,2,,2,,,,,2,AHH,2,,y,n,n,n,n
27624,o,1596975478,1596975478,18624,parasite,Loa,spp,2,Filaria worms,,,,,,,,,2,,,,,,,,,,,,,y,n,n,n,n
27625,o,1596975478,1596975478,18625,parasite,Mansonella,ozzardi,,,,,,2,,,,,2,,2,,2,,,,,,,2,,y,n,n,n,n
27626,o,1596975478,1596975478,18626,parasite,Mansonella,perstans,,,,,,2,,,,,2,,2,,2,,,,,,,2,,y,n,n,n,n
27627,o,1596975478,1596975478,18627,parasite,Mansonella,streptocerca,,,,,,2,,,,,,,2,,2,Z,,,,,,2,,y,n,n,n,n
27628,o,1596975478,1596975478,18628,parasite,Metagonimus,spp,,,,,,,,,,,,,2,,,,,,,,,2,,y,y,n,n,n
27629,o,1596975478,1596975478,18629,parasite,Microsporidium,spp.,2,,,,,2,,,,,,,,,,,,,,,,,,y,n,n,n,n
27630,o,1596975478,1596975478,18630,parasite,Naegleria,australiensis,,,,,,2,,,,,,,,,2,,,,,,,,,y,n,n,n,n
27631,o,1596975478,1596975478,18631,parasite,Naegleria,fowleri,2,,2,2,"G, C",3,,,,,3,,3,,3,,,,,3,"AHH, PAM",3,,y,n,n,n,n
27632,o,1596975478,1596975478,18632,parasite,Naegleria,gruberi,,,,,,,,,,,,,,,1,,,,,,,,,n,n,n,n,n
27633,o,1596975478,1596975478,18633,parasite,Naegleria,spp,,,,,,,,,,,,,,,,,,,,2,AHH,,,y,n,n,n,n
27634,o,1596975478,1596975478,18634,parasite,Necator,americanus,2,,2,2,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/necator-americanus.html,,2,,2,,2,Z,,,,2,AHH,2,,y,y,n,n,n
27635,o,1596975478,1596975478,18635,parasite,Necator,spp,2,Human hookworms,,,,,,,,,,,,,,,,,,2,"AAH, AHH, ZOP",,,y,y,n,n,n
27636,o,1596975478,1596975478,18636,parasite,Oesophagostomum,dentatum,,,,2,,,,,,,,,,,1,t2,,,,,,,,y,y,n,n,n
27637,o,1596975478,1596975478,18637,parasite,Onchocerca,spp,2,Filaria worms,,,,,,,,,,,,,,,,,,2,"AAH, AHH",,,y,y,n,n,n
27638,o,1596975478,1596975478,18638,parasite,Onchocerca,volvulus,2,,,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/onchocerca-volvulus.html,,2,,2,,2,,,,,2,AHH,2,,y,n,n,n,n
27639,o,1596975478,1596975478,18639,parasite,Opisthorchis,felineus,,,,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/opisthorchis-pathogen-safety-data-sheet.html,Opisthorchis spp.,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27640,o,1596975478,1596975478,18640,parasite,Opisthorchis,sinensis,,,,,,,,,,,,,2,,,,,,,,,2,(Clonorchis sinensis),y,y,n,n,n
27641,o,1596975478,1596975478,18641,parasite,Opisthorchis,spp,,,,2,,,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/opisthorchis-pathogen-safety-data-sheet.html,Opisthorchis spp.,2,,2,,,,,,,2,AHH,,,y,y,n,n,n
27642,o,1596975478,1596975478,18642,parasite,Opisthorchis,viverrini,,,,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/opisthorchis-pathogen-safety-data-sheet.html,Opisthorchis spp.,,,2,,2,Z,,,,2,AAH ZOP,2,(Clonorchis viverrini),y,y,n,n,n
27643,o,1596975478,1596975478,18643,parasite,Paragonimus,spp,,,,,,2,,,,,,,2,,,,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27644,o,1596975478,1596975478,18644,parasite,Paragonimus,westermanii,,,,,,,,,,,2,,2,,2,Z,,,,,,2,,y,y,n,n,n
27645,o,1596975478,1596975478,18645,parasite,Piroplasma,spp,,,,,,,,,,,,,,,,,,,,,,,,y,y,n,n,n
27646,o,1596975478,1596975478,18646,parasite,Plasmodium,cynomologi,2,,2,,,,,,,,,,,,2,Z,,,,,,,,n,y,n,n,n
27647,o,1596975478,1596975478,18647,parasite,Plasmodium,falciparum,2,,2,,,3,*,2,,,3,(**),3*,,3(**),,,,,"2, 3","**, AHH, OST, IVE",3*,,y,n,n,n,n
27648,o,1596975478,1596975478,18648,parasite,Plasmodium,malariae,2,,2,,,2,,,,,,,,,2,,,,,,,2,,y,n,n,n,n
27649,o,1596975478,1596975478,18649,parasite,Plasmodium,ovale,2,,2,,,2,,,,,,,,,2,,,,,,,2,,y,n,n,n,n
27650,o,1596975478,1596975478,18650,parasite,Plasmodium,simian parasites,2,,2,,,,,,,,,,,,,,,,,,,2,,n,y,n,n,n
27651,o,1596975478,1596975478,18651,parasite,Plasmodium,spp,2,,2,2,(human & simian),,,,,,2,"(human,simian)",2,,,,,,,2,"AHH, AAH",2,(human & simian),y,y,n,n,n
27652,o,1596975478,1596975478,18652,parasite,Plasmodium,vivax,2,,2,,,2,,,,,,,,,2,,,,,,,2,,y,n,n,n,n
27653,o,1596975478,1596975478,18653,parasite,Pneumocystis,carinii,,,,,,,,,,,,,,,2,,,,,2,AAH AHH ZOP,,,y,y,n,n,n
27654,o,1596975478,1596975478,18654,parasite,Pseudoterranova,decipiens,,,,,,,,,,,,,2,,2,Z,,,,2,AAH AHH ZOP,2,,y,y,n,n,n
27655,o,1596975478,1596975478,18655,parasite,Sarcocystis,spp,2,,2,,,,,,,,,,,,,,,,,2,"AAH, AHH, ZOP",,,y,y,n,n,n
27656,o,1596975478,1596975478,18656,parasite,Sarcocystis,suihominis,2,,2,,,2,syn. Sarcocystis hominis,,,,2,,2,,2,Z,,,,,,2,,y,y,n,n,n
27657,o,1596975478,1596975478,18657,parasite,Schistosoma,haematobium,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/schistosoma-pathogen-safety-data-sheet.html,Schistosoma spp.,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,n,n,n,n
27658,o,1596975478,1596975478,18658,parasite,Schistosoma,intercalatum,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/schistosoma-pathogen-safety-data-sheet.html,Schistosoma spp.,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,n,n,n,n
27659,o,1596975478,1596975478,18659,parasite,Schistosoma,japonicum,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/schistosoma-pathogen-safety-data-sheet.html,Schistosoma spp.,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,n,n,n,n
27660,o,1596975478,1596975478,18660,parasite,Schistosoma,mansoni,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/schistosoma-pathogen-safety-data-sheet.html,Schistosoma spp.,2,,2,,2,Z,,,,2,AHH,2,,y,n,n,n,n
27661,o,1596975478,1596975478,18661,parasite,Schistosoma,mekongi,2,,2,,,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/schistosoma-pathogen-safety-data-sheet.html,Schistosoma spp.,2,,2,,2,Z,,,,2,"AHH, ZOP",2,,y,n,n,n,n
27662,o,1596975478,1596975478,18662,parasite,Schistosoma,spp,2,,2,,,,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/schistosoma-pathogen-safety-data-sheet.html,,,,2,,,,,,,2,"AAH, AHH",2,,y,y,n,n,n
27663,o,1596975478,1596975478,18663,parasite,Strongyloides,spp,2,,,,,2,,,,,2,,2,,,,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27664,o,1596975478,1596975478,18664,parasite,Strongyloides,stercoralis,2,,2,2,G,2,,,,,2,,2,,2,Z,,,,2,AHH,2,,y,y,n,n,n
27665,o,1596975478,1596975478,18665,parasite,Taenia,saginata,,,,2,G,2,,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/taenia-saginata.html,,2,,2,,2,Z,,,,2,"AAH, AHH, ZOP",2,,y,y,n,n,n
27666,o,1596975478,1596975478,18666,parasite,Taenia,solium,2,,2,2,G,3,*,,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/taenia-solium.html,,3,(**),3*,,3(**),Z,,,,"2, 3","AAH, AHH, OST, PIH, ZOP, **",3(*),,y,y,n,n,n
27667,o,1596975478,1596975478,18667,parasite,Taenia,spp,,,,,,,,,,,,,,,,,,,,2,"AAH, AHH",,,y,y,n,n,n
27668,o,1596975478,1596975478,18668,parasite,Ternidens,deminutus,,,,,,2,,,,,,,,,2,Z,,,,2,AAH AHH ZOP,,,y,n,n,n,n
27669,o,1596975478,1596975478,18669,parasite,Theileria,annulata,,,,,,3,,,,,,,,,1,t2,,,,,,,,n,y,n,n,n
27670,o,1596975478,1596975478,18670,parasite,Theileria,parva,,,,,,3,,,,,,,,,1,t2,,,,,,,,n,y,n,n,n
